,fault,proApoptosis,antiApoptosis,proArrest,antiArrest,proAngiogenesis,antiAngiogenesis,ConvexSum,ApopRatio,ArrestRatio,AngioRatio,INDEX
113,"(['DRD2', 'MMP2'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
114,"(['DRD2', 'PAI'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
115,"(['DRD2', 'PARP1'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
116,"(['DRD2', 'Calpain'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
117,"(['DRD2', 'TERT'], [True, True])",0.5,0.6666666666666666,1.0,0.5,0.7142857142857143,0.5,1.125,0.75,2.0,0.7,
118,"(['DRD2', 'Rac'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
119,"(['DRD2', 'cPLA2'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
120,"(['DRD2', 'CCND1'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
121,"(['DRD2', 'CDK4'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
122,"(['DRD2', 'CASP12'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
123,"(['DRD2', 'cFLIP'], [True, True])",0.375,0.6666666666666666,1.0,0.5,0.7142857142857143,0.5,0.9937499999999999,0.5625,2.0,0.7,
124,"(['DRD2', 'FasL'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
125,"(['DRD2', 'FADD'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
126,"(['DRD2', 'CASP8'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
127,"(['DRD2', 'Bid'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
128,"(['DRD2', 'Mcl1'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
129,"(['DRD2', 'puma'], [True, True])",0.625,0.5,1.0,0.5,0.7142857142857143,0.5,1.475,1.25,2.0,0.7,
130,"(['DRD2', 'noxa'], [True, True])",0.625,0.5,1.0,0.5,0.7142857142857143,0.5,1.475,1.25,2.0,0.7,
131,"(['DRD2', 'XIAP'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
132,"(['DRD2', 'Bad'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
133,"(['DRD2', 'BCL2'], [True, True])",0.5,0.6666666666666666,1.0,0.5,0.7142857142857143,0.5,1.125,0.75,2.0,0.7,
134,"(['DRD2', 'BCLxl'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
135,"(['DRD2', 'Bim'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
136,"(['DRD2', 'Bak'], [True, True])",0.625,0.5,1.0,0.5,0.7142857142857143,0.5,1.475,1.25,2.0,0.7,
137,"(['DRD2', 'Bax'], [True, True])",0.625,0.5,1.0,0.5,0.7142857142857143,0.5,1.475,1.25,2.0,0.7,
138,"(['DRD2', 'NF1'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
139,"(['HTR3A', 'HTR3A'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
140,"(['HTR3A', 'HTR4'], [True, True])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875,
141,"(['HTR3A', 'ACHE'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
142,"(['HTR3A', 'GABRA1'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
143,"(['HTR3A', 'EDNRA'], [True, True])",0.5,0.5,1.0,0.5,0.7857142857142857,0.5,1.2999999999999998,1.0,2.0,0.6363636363636364,
144,"(['HTR3A', 'ADRB1'], [True, True])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875,
145,"(['HTR3A', 'ADRB2'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
146,"(['HTR3A', 'FKBP1A'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
147,"(['HTR3A', 'CA'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
148,"(['HTR3A', 'THBD'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.0,1.2999999999999998,1.0,2.0,0.0,
149,"(['HTR3A', 'GP1BA'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
150,"(['HTR3A', 'HDAC'], [True, True])",0.375,0.5,0.0,0.75,0.6428571428571429,0.5,0.5249999999999999,0.75,0.0,0.7777777777777777,
151,"(['HTR3A', 'Frizzled'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
152,"(['HTR3A', 'DV1'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
153,"(['HTR3A', 'GSK3b'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
154,"(['HTR3A', 'bCatenin'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
155,"(['HTR3A', 'Notch'], [True, True])",0.5,0.5,1.0,0.5,0.8571428571428571,0.5,1.2999999999999998,1.0,2.0,0.5833333333333334,
156,"(['HTR3A', 'KDR'], [True, True])",0.5,0.5,1.0,0.5,0.7857142857142857,0.5,1.2999999999999998,1.0,2.0,0.6363636363636364,
157,"(['HTR3A', 'FLT1'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
158,"(['HTR3A', 'FLT3'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
159,"(['HTR3A', 'FLT4'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
160,"(['HTR3A', 'RET'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
161,"(['HTR3A', 'FGF2'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
162,"(['HTR3A', 'EGFR'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
163,"(['HTR3A', 'PDGFR'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
164,"(['HTR3A', 'KIT'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
165,"(['HTR3A', 'ERBB2'], [True, True])",0.5,0.5,1.0,0.5,0.7857142857142857,0.5,1.2999999999999998,1.0,2.0,0.6363636363636364,
166,"(['HTR3A', 'IGF1R'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
167,"(['HTR3A', 'ALK'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
168,"(['HTR3A', 'Syk'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
169,"(['HTR3A', 'BTK'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
170,"(['HTR3A', 'AR'], [True, True])",0.5,0.5,1.0,0.75,0.6428571428571429,0.5,1.0999999999999999,1.0,1.3333333333333333,0.7777777777777777,
171,"(['HTR3A', 'Gs'], [True, True])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875,
172,"(['HTR3A', 'Gi'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
173,"(['HTR3A', 'AC'], [True, True])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875,
174,"(['HTR3A', 'cAMP'], [True, True])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875,
175,"(['HTR3A', 'PKA'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
176,"(['HTR3A', 'ROCK'], [True, True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777,
177,"(['HTR3A', 'Gq'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
178,"(['HTR3A', 'PLCb'], [True, True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7,
