,42-MG-BA,A172,AM-38,CCF-STTG1,LN-229,T98G,U-87-MG,YKG-1
"(24, 26)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(24, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(24, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 25)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 26)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(25, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(25, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 26)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(26, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(26, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(27, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(27, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(28, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(28, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(29, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(29, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(29, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(29, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(29, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(29, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(29, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(29, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(30, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(30, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(30, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(30, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(30, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(30, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(30, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(31, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(31, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(31, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(31, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(31, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(31, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(32, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(32, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(32, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(32, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(32, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(33, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(33, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(33, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(33, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(34, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(34, 35)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(34, 36)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(35, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(35, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(36, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
