,42-MG-BA,A172,AM-38,CCF-STTG1,LN-229,T98G,U-87-MG,YKG-1
"(8, 13)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(8, 14)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 15)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 16)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(8, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(8, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(8, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 9)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 10)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(9, 11)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 12)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 13)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(9, 14)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 15)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 16)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(9, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(9, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(9, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(10, 10)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 11)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 12)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 13)",0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444
"(10, 14)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 15)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 16)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 18)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 19)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 20)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 21)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 22)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 23)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 24)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 25)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 26)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 27)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 28)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 29)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 30)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 31)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 32)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 33)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 34)",1.466666667,14.26666667,14.26666667,1.466666667,14.26666667,14.26666667,1.466666667,1.466666667
"(10, 35)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(10, 36)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(11, 11)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 12)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 13)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(11, 14)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 15)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 16)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(11, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(11, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(11, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 12)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 13)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(12, 14)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 15)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 16)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(12, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(12, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(12, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(13, 13)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 14)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 15)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 16)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 17)",0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444
"(13, 18)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 19)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 20)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 21)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 22)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 23)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 24)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 25)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 26)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 27)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 28)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 29)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 30)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 31)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 32)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 33)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 34)",1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
"(13, 35)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(13, 36)",0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778,0.577777778
"(14, 14)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 15)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 16)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(14, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(14, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(14, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 15)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 16)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(15, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(15, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(15, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 16)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(16, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(16, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(16, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(17, 17)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 18)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 19)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 20)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 21)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 22)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 23)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 24)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 25)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 26)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 27)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 28)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 29)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 30)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 31)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 32)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 33)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 34)",1.466666667,14.26666667,14.26666667,1.466666667,14.26666667,14.26666667,1.466666667,1.466666667
"(17, 35)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(17, 36)",0.844444444,0.844444444,13.8,0.844444444,13.8,0.844444444,0.844444444,0.844444444
"(18, 18)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(18, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(18, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 19)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(19, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(19, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 20)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
